Capverdian Creole,Portuguese,English
Má m xplikel,Mas eu expliquei,But I explained
"M fcá xat, mas m xplikel super dret","Eu fiquei incomodado, mas eu expliquei super bem","I was uncomfortable, but I explained very well"
Kuitada del,coitada dela,poor her
Kuitod del,coitado dele,Poor him
"Mim êne de podê, Sónia. El dzê um balde de agua frio","Eu não consigo, Sónia. Ela disse um balde de água fria","I can't, Sónia. She said a bucket of cold water"
"Mim êne de podê, Sónia. El dzê um balde de agua frio","Eu não consigo, Sónia. Ele disse um balde de água fria","I can't, Sónia. He said a bucket of cold water"
"D fact, má mior ser agora doki depos","De facto, mas melhor agora do que depois","In fact, but better now than after"
Dvera,Verdade,Truth
"Adeh depos ê pior, el te surpreendem","Pois depois é pior, ela me surpreendeu","Because then it's worse, she surprised me"
"Adeh depos ê pior, el te surpreendem","Pois depois é pior, ele me surpreendeu","Because then it's worse, he surprised me"
"Bô sabê, Dirce, el dzê el êne de dsisti, m gostá diss, de manera ke el te xtrai um cosa bom dum situação não tão bom","Tu sabes a Dirce, ela disse que não vai desistir, eu gostei disso, da forma como ela extrai uma coisa boa de uma situação não tão bom","You know Dirce, she said she won't give up, I liked it, the way she extracted a good thing from a not so good situation"
"el dzê el êne de dsisti, m gostá diss, de manera ke el te xtrai um cosa bom dum situação não tão bom","ela disse que não vai desistir, eu gostei disso, da forma como ela extrai uma coisa boa de uma situação não tão bom","She said she won't give up, I liked it, the way she extracts a good thing from a not so good situation"
Mut intetresse envolvid,Muito interesse envolvido,Much interest involved
Pelo menos el ke usa kel balde de agua fria p dsisti de se objetivo,Pelo menos ela não utilizou o balde de água frio para desistir dos seus objetivos,At least she did not use the cold water bucket to give up her goals
jám kmeça te preocupa,já comecei a me preocupar,I already started to worry
"Inda ta cêd p preocupa, moss","Ainda está cedo para se preocupar, rapaz","It's still early to worry, boy"
manha no te falá sobre iss,amanhã nós falámos sobre isso,Tomorrow we talked about it
tem pensa ukê ke m te fazê ke iss,tenho de pensar o que eu vou fazer com isso,I have to think what I'm going to do with it
Bô meste digeri esse informação,Tu precisas digerir essa informação,You need to digest this information
um broda de meu de Santo Antão ptá um gaz esse praga,um amigo meu de Santo Antão que me deitou essa praga,A friend of mine from Santo Antão who laid me this plague
"m tem ke pensa dret, ke se não m tite bei fazê asnera","tenho que pensar bem, porque se não eu vou fazer asneira","I have to think well, because if I will not do a blunder"
"Nada ke kel fema, ke ote psoa","Nada sobre aquelá miúda, com outra pessoa","Nothing about that little girl, with someone else"
Tite falta nos fazê so um so de kes trobôi p termina e já no te pront,Esta a faltarnos fazer só um só dos trabalhos para terminal e já estaremos prontos,Is missing only one of the work for terminal and we will be ready
mim má Rafa uns merda,eu e o Rafa somos uns merdas,Me and Rafa are shit
kel de Reinforcement Learning,o de Reinforcement Learning,o de Reinforcement Learning
"Bzot te bá xplicame tud tud, p condê profesor pergunta","vocês vão me explicar tudo tudo, para quando o professor perguntar","You will explain everything to me, for when the teacher asks"
Má pelo menos esse ei já esta,mas pelo menos este aqui já está,But at least this one is already
"Roberto, mim ke tite consegui pô um sinal ""="" ne latex","Roberto, eu não estou a conseguir colocar um sinal ""="" em latex","Roberto, I'm not able to put a sign ""="" in Latex"
"latex? Dess hora, man?","latex? Desta hora, rapaz?","latex? Of this time, boy?"
Se bzot tiver ke kel troboi ne GitHub bzot partihal má mim,"Se vocês tiverem o trabalho no GitHub, partilhem-o comigo","If you have the work at Github, share it with me"
prekê latex dess hora?,para que latex desta hora?,For what latex of this hour?
"Má bô ê de kel organização, ntom bô te podê oiel","mas tu és da organização, então tu consegues o ver","But you are from the organization, so you can see"
"no tel kel convite em privód, má bô te podê oiel","nós o temos o convite em privado, mas tu o consegues ver","We have the private invitation, but you can see it"
"kel mim êne sebê mokêm, manhá no te xpiel","aquilo eu não sei porque, amanhã nós o veremos","that I don't know why, tomorrow we will see him"
m te podê bei p xcolá so depos de 12,eu consigo ir para a escola só depois das 12,I can go to school only after 12
já ê 10 hora,já são 10 horas,It's already 10 hours
go ke no tite bem reduzil,agora que nós o vamos reduzir,Now that we will reduce it
tava te isda Rafa trezê ses cosa,estava a ajudar o Rafa à trazer as suas coisas,was helping Rafa bring his things
"bzot pertilha kel doc má mim, p m bá te xpiá també","partilhem o doc comigo, para eu o ir vendo também","Share the doc with me, for me to go seeing it too"
"Já tá, kel doc já te pertilhod má bô","Já está, o doc já esta partilhado contigo","Already is, the doc is already shared with you"
já m tite bei kmeça te fazêl,já o vou começar à fazer,I will start you to do
Pô kel templáte ke bô tava te mostra kel hora,Coloca o template que tu estavas e me mostrar aquelá hora,Put the template you were and show me that hour
"jám te bei pol, tei so te bebê um chá primer","já o vou colocar, estou aqui só à beber um chá primeiro","I'll put it, I'm just here to drink a tea first"
E te flertá!!,E flertando!!,And flirting !!
"flertá, mim nunca m fazê iss","flertando, eu nunca fiz isso","flirting, I never did it"
alê nhes mensagem lá bô oia,lê as minhas mensagens aí para tu veres,read my messages there for you to see
Ke te ke temp,Não estou com tempo,I don't have time
"ok, já no tite bem ptá mom nes troboi","ok, já iremos começar a colocar a mão no trabalho","Ok, we'll start putting our hands on work"
Mandame kel cosa de Firewall dfavor,Envia-me aquelá coisa do Firewall por favor,Send me that Firewall thing please
"bom dia, lembra ne bá p escola 1 hora","bom dia, lembra-te de ir a escola as 1 hora","Good morning, remember to go to school at 1 hour"
"Ess li no xtudel dpox de Navtex, onon?","Este aqui nós o estudamos depois do Navtex, ou não?","This here we studied it after Navtex, or not?"
M mestia so kel aulá 5,Eu precisava só dá aulá 5,I needed just gives aulá 5
Preporód? lógico ke não...,Preparado? lógico que não...,Prepared? Of course not...
Gora ke m tite prepara kkkk,Agora que eu estou a me preparar kkkk,Now that I'm preparing kkkk
Kkkkkk,kkkkkk,kkkkkk
Sónia???,Sónia???,Sónia ???
Bô sebê ukê ke tio Láu perguntem hoje?,Tu sabês o que o tio Láu me perguntou hoje?,Do you know what Uncle Lau asked me today?
"dzêm lá, patxá m curiosa","diz-me ai, despacha-te estou curiosa","tell me, hurry up I'm curious"
"El dzê des de segund one nos dos tud colód, se mim má bô êne dem nada lá à mes...","Ele disse que desde o segundo ano nós dois somos bem coládos, se eu e tu não temos nada a mais aí...","He said that since the second year, the two of us are very close, if you and I don't have anything else there..."
Txáme erri diab...,Deixa-me rir diabo...,Let me laugh devil ...
Ki ke bô respondêl?,O que é que tu o respondeste?,What did you answer him?
M dzêl nos so emig e colegas kkkk,Eu o disse que nós somos só amigos e colegas kkkk,I told you that we are just friends and colleagues kkkk
Ki ke se intensão!!!,O que é a intenção dele!!!,What is his intention !!!
"So el perguntem, mediant um conversa sobre mier ke no tava te tem","Ele só me perguntou, mediante uma conversa sobre mulheres que nós estávamos a ter","He just asked me, through a conversation about women we were having"
Interessante,Interessante,Interesting
"Sónia, mim má bô êne de dá cert, megina hahaha.","Sónia, eu e tu não ia dar certo, imagina hahaha","Sónia, you and I wouldn't work out, imagine hahaha"
Bô te krê manda ne mim so essim,Tu já queres mandar em mim só assim,You already want to have control over me just like that
"Manda na bô, diab","ter controlo sobre ti, diabo","have control over you, devil"
Sim bô êne de dá fe kkk,"Sim, tu não vêsi isso kkk","Yes, you didn't see that kkk"
"Despulpa ta, êne ê nhá intensão","Desculpa tá, não é a minha intenção","Sorry ok, it is not my intention"
Bô dvia dzê tiu Láu,Tu devias dizer ao tio Láu,You should tell Uncle Lau
"Txam bei deta, ke bô não...","Deixa-me ir deitar, que tu não...","Let me go lying down, that you don't ..."
"Kel era mód el oiób te piskem oi, por iss","Aquilo era porque ele te viu a me piscar o olho, por isso","That was because he saw you blink my eye, so"
"kel cosa dmeu dá erro, por isse ke m tava te tenta contoctób","aquelá coisa deu errado, por isso que eu estava a tentar te contactar","that thing went wrong, that's why I was trying to contact you"
Rafa txób menssagem ke m tinha bô txód mensagem?,O Rafa te deixou mensagem que eu te tinha deixado mensagem?,Rafa left you message that I had left you message?
"M tenta entra em contacto, má bô êne retorna","Eu tentei entrar em contacto, mas tu não retornates","I tried to contact it, but you don't return"
"e moda kes erro de xcrita, se bô pos el êne de aceites como validos","é por causa dos erros de escrita, se tu os colocares ele não os irá aceita como válidos","It is because of writing errors, if you put them it will not accept them as valid"
"Txáme executa kel script, e m te mandób fote de kel erro kel dá","Deixa-me executar o script,  e te envio foto do erro que ele deu","Let me run the script, and send you a picture of the error he gave"
"Ne kel código, kel erro lá el êne dá nos el","No código, aquele erro aí não nos ocorreu","In the code, that error there did not occur to us"
"S bô marca kel data ne calendar, xpêra m te confirmel","Se tu marcaste a data no calendario, espere eu o confirmo","If you mark the date on the calendar, wait for me to confirm it"
"Mód kel ke te ne kel nome por iss, e també bô tinha ke deleta kel ficheiro .pdf","é porque ele não está no nome por isso, e também tu tinhas que deletar o ficheiro .pdf","It's because he is not in the name for that, and also you had to delete the file .pdf"
"Sobre kel assunt de festa, m dzêb essim onte","Sobre o assunto da festa, eu te disse isso ontem","On the subject of the party, I told you that yesterday"
