Capverdian Creole,Portuguese,English
Mut obrigada. M te apreciá iss.,Muito obrigado. Obrigado.,Thanks a lot. I appreciate that.
Brigada p dzem verdade.,Obrigado por me dizer a verdade.,Thanks for telling me the truth.
Kel mussin ene dite bem dzem se nome.,Aquele garoto não vai me dizer o nome dele.,That boy won't tell me his name.
Esse bxtíd te combiná ke ses cabel ruiv.,Esse vestido combina com seus cabelos ruivos.,That dress matches her red hair.
Iss ene dem nada a ver kel.,Isso não tem nada a ver com ele.,That has nothing to do with him.
Ê essim ke sempre el te tratam.,É assim que ele sempre me trata.,That is how he always treats me.
Ê essim ke sempre el te tretem.,É assim que ele sempre me trata.,That is how he always treats me.
Ene ê exatamente iss ke m dzê.,Não é exatamente isso que eu disse.,That is not exactly what I said.
Ene iss ke m kris dzê.,Não é isso que eu quis dizer.,That is not what I meant to say.
Kel lá ê vindíd ne loja de ferragem.,Que é vendido em lojas de ferragens.,That is sold at hardware stores.
Ess ke kel livre ke m krê elê.,Esse é o livro que eu quero ler.,That is the book I want to read.
Ess ke kel livre ke m krê alê.,Esse é o livro que eu quero ler.,That is the book I want to read.
Ene ê iss ke m tite procurá.,Não é isso que estou procurando.,That isn't what I'm looking for.
Ess lei te chei de ambiguidade.,Essa lei está cheia de ambiguidades.,That law is full of ambiguities.
Kel ome lá robá tud se dnher.,Aquele homem roubou todo o seu dinheiro.,That man stole all of his money.
Iss nunca passá p nha mente.,Isso nunca passou pela minha mente.,That never even crossed my mind.
Esse lugar te ebert p tud gent.,Esse lugar está aberto a todos.,That place is open to everybody.
Esse lugar te abert p tud gent.,Esse lugar está aberto a todos.,That place is open to everybody.
Iss te krê contra nhes princípe.,Isso corre contra meus princípios.,That runs against my principles.
Esse música te lembram nha casa.,Essa música me lembra minha casa.,That song reminds me of my home.
Esse música te lembrem nha casa.,Essa música me lembra minha casa.,That song reminds me of my home.
Iss te percê bom de mas p ser verdade.,Isso parece bom demais para ser verdade.,That sounds too good to be true.
Iss te percê bom de mes p ser verdade.,Isso parece bom demais para ser verdade.,That sounds too good to be true.
Iss foi absolutamente desnecessár.,Isso foi absolutamente desnecessário.,That was absolutely unnecessary.
Iss foi apenas um gel ne kel bol.,Isso foi apenas um gelo no bolo.,That was just icing on the cake.
"Iss foi bastante bom, ene foi?","Isso foi bastante bom, não foi?","That was rather good, wasn't it?"
"Iss foi bestente bom, ene foi?","Isso foi bastante bom, não foi?","That was rather good, wasn't it?"
Iss vale a pena p problema.,Valeu a pena o problema.,That was well worth the trouble.
Iss te beneficiá comunidade.,Isso beneficiará a comunidade.,That will benefit the community.
Esse traboi foi fet mut rapt.,Esse trabalho foi feito muito rapidamente.,That work was done very quickly.
Esse troboi foi fet mut rapt.,Esse trabalho foi feito muito rapidamente.,That work was done very quickly.
Iss te percê xtód dret.,Isso parece estar correto.,That would appear to be correct.
Iss teria síd embaraçose.,Isso teria sido embaraçoso.,That would've been embarrassing.
Iss ê um pergunta mut pessoal.,Essa é uma pergunta muito pessoal.,That's a very personal question.
Iss ê tud ukê ke m tem p dzê.,É tudo o que tenho a dizer a você.,That's all I have to say to you.
Iss ê exatamente ukê ke m te pensá tambê.,Isso é exatamente o que eu penso também.,That's exactly what I think too.
Iss ê exatamente ukê ke m tava te fazê.,Isso é exatamente o que eu estava fazendo.,That's exactly what I was doing.
Ê exatamente iss ke m tava te precesá.,É exatamente isso que eu precisava.,That's exactly what I've needed.
Foi essim ke m descobri.,Foi assim que eu descobri.,That's how I found out about it.
Iss ê exatamente ukê ke m krê uvi.,Isso é exatamente o que eu quero ouvir.,That's just what I want to hear.
Ene exatamente iss ke m kris uvi.,Não é exatamente isso que eu quis dizer.,That's not exactly what I meant.
Iss ene just e bô sabê diss.,Isso não é justo e você sabe disso.,That's not fair and you know it.
Iss ene mas ingraçód.,Isso não é mais engraçado.,That's not funny at all anymore.
Iss ene mes ingraçód.,Isso não é mais engraçado.,That's not funny at all anymore.
Esse ene fim de xtória.,Esse não é o fim da história.,That's not the end of the story.
Iss ene verdade e bô sabê diss.,Isso não é verdade e você sabe disso.,That's not true and you know it.
Ene iss ke m tite bei fezê.,Não é isso que vou fazer.,That's not what I'm going to do.
Ene iss ke m tite procurá.,Não é isso que estou procurando.,That's not what I'm looking for.
Ene foi iss ke bô dzê antxê.,Não foi isso que você disse antes.,That's not what you said before.
Ene iss ke bô tava custmá dzê.,Não é isso que você costumava dizer.,That's not what you used to say.
Iss ene nada pe invergonha.,Isso não é nada para se envergonhar.,That's nothing to be ashamed of.
Iss provavelmente ene ê bom ideia.,Provavelmente não é uma boa ideia.,That's probably not a good idea.
Esse ê kel corr ke m contób.,Esse é o carro que eu te contei.,That's the car I told you about.
Esse ê única cosa ke mim ene podê fazê.,Essa é a única coisa que não posso fazer.,That's the one thing I can't do.
Esse ê única razão pelo kual m tei.,Essa é a única razão pela qual estou aqui.,That's the only reason I'm here.
"Esse ê manera mas segur, ene ê?","Essa é a maneira mais segura, não é?","That's the safest way, isn't it?"
Iss ê ukê ke m pensá ke bô kris dzê.,Isso é o que eu pensei que você quis dizer.,That's what I thought you meant.
Iss ê ukê ke m tava te pensá tambê.,Isso é o que eu estava pensando também.,"That's what I was thinking, too."
Foi lá k m machucá nha tornozel.,Foi aí que machuquei meu tornozelo.,That's where I injured my ankle.
Ê por iss ke m kris p bô sabesse.,É por isso que eu queria que você soubesse.,That's why I wanted you to know.
Kel roda gigante ê nhe favorit.,A roda gigante é a minha favorita.,The Ferris wheel is my favorite.
Kel primeriro ministro renunciá.,O primeiro -ministro renunciou.,The Prime Minister has resigned.
Kel acidente ocorrê ne sexta-fera.,O acidente ocorreu na sexta -feira.,The accident occurred on Friday.
Kel artista sempre pintá el so.,O artista sempre pintou sozinho.,The artist always painted alone.
Kel bebê einda ene de podê usa um kier.,O bebê ainda não pode usar uma colher.,The baby cannot use a spoon yet.
Kel bebê te debox de kel mesa.,O bebê está embaixo da mesa.,The baby is under the table.
Kel bebê tava te sekudí kel chocalhe.,O bebê estava sacudindo o chocalho.,The baby was shaking the rattle.
Kel bola rolá p kel xtrada.,A bola rolou pela estrada.,The ball rolled across the road.
Kel banda tocá um bocód de marcha.,A banda tocou várias marchas.,The band played several marches.
Kel bonk foi mantíd onte dnot.,O banco foi mantido ontem à noite.,The bank was held up last night.
Kel benhera precisa ser limp.,A banheira precisa ser limpa.,The bathtub needs to be cleaned.
Kel bicicleta ne kel porta ê dminha.,A bicicleta na porta é minha.,The bicycle by the door is mine.
Kel chefe dzê ke no te dmitíd.,O chefe disse que somos demitidos.,The boss said that we are fired.
Kel mnine trá kel cotxor de pedra.,O menino jogou pedras no cachorro.,The boy threw stones at the dog.
Kel mnine trá kel catxor de pedra.,O menino jogou pedras no cachorro.,The boy threw stones at the dog.
Kel ônibus te funciná a cada dez minut.,Os ônibus funcionam a cada dez minutos.,The buses run every ten minutes.
Kel bol tava te rastejá ke formiga.,O bolo estava rastejando com formigas.,The cake was crawling with ants.
Kel capital de Polônia ê Varsóvia.,A capital da Polônia é Varsóvia.,The capital of Poland is Warsaw.
Kel corr ke el tava te conduzí ene era del.,O carro que ele está dirigindo não é dele.,The car he's driving is not his.
Kel corr ene de xtacionód ilegalmente.,O carro não está estacionado ilegalmente.,The car is not illegally parked.
Kel cheesecake tinha um sabor mut doce.,O cheesecake tinha um sabor muito doce.,The cheesecake tasted too sweet.
Kel criança tava xcondíd ne kel caixa.,A criança estava escondida na caixa.,The child was hiding in the box.
Kes criança panhá borboleta.,As crianças pegaram borboletas.,The children caught butterflies.
Kel relóg cabá de atingi três.,O relógio acabou de atingir três.,The clock has just struck three.
Kel empresa te emprega 500 trabalhador,A empresa emprega 500 trabalhadores.,The company employs 500 workers.
Kel empresa te emprega 500 trebolhodor,A empresa emprega 500 trabalhadores.,The company employs 500 workers.
Kel empresa sofrê grande perda.,A empresa sofreu grandes perdas.,The company suffered big losses.
Kel show foi um grande success.,O show foi um grande sucesso.,The concert was a great success.
Kel conclusão ê cristalina.,A conclusão é cristalina.,The conclusion is crystal clear.
Kes delegód votá imediatamente.,Os delegados votaram imediatamente.,The delegates voted immediately.
Kel médico ene de disponível agora.,O médico não está disponível agora.,The doctor is not available now.
Kel catxor te percê xtód doente.,O cachorro parece estar doente.,The dog seems to have been sick.
Kel catxor tava te dormi ne kel tapete.,O cachorro estava dormindo no tapete.,The dog was sleeping on the mat.
Kel porta te ebri p kel quart.,A porta se abre para o quarto.,The door opens into the bedroom.
Kel porta tava trancód de dent.,A porta estava trancada de dentro.,The door was locked from within.
Kel camarim talá.,O camarim está ali.,The dressing room is over there.
"Kel motorista fusk danificá um ávore,",O motorista bêbado danificou uma árvore.,The drunk driver damaged a tree.
Kel águia tinha ke ser alimentód ke mom.,A águia tinha que ser alimentada à mão.,The eagle had to be fed by hand.
Kel terramot secudí kes casa.,O terremoto sacudiu as casas.,The earthquake shook the houses.
Tud kes funcionár ê sindicalizód.,Todos os funcionários são sindicalizados.,The employees are all unionized.
Kel epidemia te contíd.,A epidemia está contida.,The epidemic has been contained.
Kel xperimente terminá em falha.,O experimento terminou em falha.,The experiment ended in failure.
Kel fábrica te produzi munição.,A fábrica produz munição.,The factory produces ammunition.
Kel incêndio tava ne primer andar.,O incêndio estava no primeiro andar.,The fire was on the first floor.
Kel primer rodada ê de casa.,A primeira rodada está em casa.,The first round is on the house.
Kel kmida ene dem um gost mut bom.,A comida não tem um gosto muito bom.,The food didn't taste very good.
Kel mnininha tinha um chapéu vermelhe grande.,A menina tinha um grande chapéu vermelho.,The girl had a large red hat on.
Kel mnininha tinha um chapéu vermelhe grende.,A menina tinha um grande chapéu vermelho.,The girl had a large red hat on.
Kel txom te cobert de neve.,O chão está coberto de neve.,The ground is covered with snow.
Kel guitarrista ê nhe irmõ.,O guitarrista é meu irmão.,The guitar player is my brother.
Kel moss tite isgá basket.,Os caras estão jogando basquete.,The guys are playing basketball.
Es te dzê ke kel casa ê assombród.,Diz -se que a casa é assombrada.,The house is said to be haunted.
Kel gel ê mut fin pe anda de skate.,O gelo é muito fino para andar de skate.,The ice is too thin to skate on.
Kel chave ene dava em nenhum lugar.,A chave não estava em lugar algum.,The key was nowhere to be found.
Kel pipa foi panhód ne kel árvore.,A pipa foi pega na árvore.,The kite got caught in the tree.
Kel último trem já bei.,O último trem já se foi.,The last train has already gone.
Kel último trem já bai.,O último trem já se foi.,The last train has already gone.
Kel palestra kmeça dent de kel cronograma.,A palestra começou dentro do cronograma.,The lecture started on schedule.
Kel carta te txegá manha.,A carta chegará amanhã.,The letter will arrive tomorrow.
Kel biblioteca te fcá ne 4º andar.,A biblioteca fica no 4º andar.,The library is on the 4th floor.
Kel mnine dzê olá p mim.,O menino disse olá para mim.,The little boy said hello to me.
